customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,avg_monthly_charge,num_services,has_premium_support,charge_per_service,is_new_month_to_month,is_long_term_customer,Partner_enc,Dependents_enc,PhoneService_enc,PaperlessBilling_enc,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_enc
7937-XXCXC,Male,0,Yes,No,12,Yes,Yes,118.75,1404.62,Yes,1,0-12,117.05,8,1,14.84,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
6259-YRYII,Male,0,No,No,5,Yes,No,82.97,425.9,No,0,0-12,85.18,5,0,16.59,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
3935-JRLTK,Male,0,No,No,6,Yes,No,18.25,157.24,No,0,0-12,26.21,1,0,18.25,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
3769-EOXWG,Male,0,Yes,No,8,Yes,No,27.4,247.92,No,0,0-12,30.99,2,0,13.7,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
5298-SPBPB,Female,1,Yes,No,2,Yes,Yes,104.27,229.0,Yes,1,0-12,114.5,6,0,17.38,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2048-QCIPR,Male,0,No,No,11,Yes,Yes,27.18,294.7,No,0,0-12,26.79,1,0,27.18,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
5011-CUYXT,Female,1,Yes,No,2,Yes,No,24.86,28.5,No,0,0-12,14.25,1,0,24.86,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
4619-WMDWI,Male,0,No,Yes,10,Yes,Yes,80.44,925.95,No,0,0-12,92.6,5,0,16.09,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
9447-JWNMH,Male,0,No,No,19,Yes,Yes,68.35,1181.1,No,0,13-24,62.16,4,0,17.09,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
8520-BMJOG,Male,0,Yes,No,31,Yes,Yes,71.54,2199.06,No,0,25-48,70.94,3,0,23.85,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
6980-KEFSG,Female,0,No,Yes,7,Yes,No,20.59,151.4,No,0,0-12,21.63,2,0,10.3,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
3764-QIKGI,Female,0,Yes,No,38,Yes,No,26.25,972.08,No,0,25-48,25.58,1,0,26.25,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
7234-NZUAJ,Male,0,No,No,41,Yes,Yes,76.17,3072.32,No,0,25-48,74.93,5,0,15.23,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
3608-PGZHN,Male,0,Yes,No,2,Yes,No,103.05,169.62,Yes,1,0-12,84.81,7,0,14.72,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2106-XXUJB,Male,0,No,No,66,Yes,No,100.86,6625.43,No,0,61-72,100.39,5,0,20.17,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
7397-LZSOZ,Male,0,Yes,No,6,Yes,Yes,104.86,663.92,Yes,1,0-12,110.65,5,0,20.97,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
8203-LACLO,Female,1,Yes,No,65,Yes,No,70.7,4588.99,No,0,61-72,70.6,4,0,17.68,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
1271-DSTAN,Male,0,Yes,No,8,Yes,Yes,77.59,600.31,No,0,0-12,75.04,3,0,25.86,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1728-SVWPQ,Male,0,Yes,Yes,58,Yes,No,82.73,4813.45,No,0,49-60,82.99,5,0,16.55,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
9338-PLTPV,Female,0,No,No,4,Yes,No,21.42,18.8,Yes,1,0-12,4.7,1,0,21.42,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5721-WBACO,Male,0,Yes,No,12,Yes,Yes,106.96,1258.99,Yes,1,0-12,104.92,5,0,21.39,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
7380-FEWTQ,Male,0,Yes,No,22,Yes,Yes,88.05,1892.98,Yes,1,13-24,86.04,3,0,29.35,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5394-KAEXI,Female,0,Yes,No,43,Yes,No,95.39,4083.19,Yes,1,25-48,94.96,6,0,15.9,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
7340-SIFRC,Male,0,Yes,Yes,69,Yes,No,61.83,4203.73,Yes,1,61-72,60.92,3,0,20.61,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5452-XSTCF,Male,0,Yes,No,64,Yes,No,21.06,1387.47,No,0,61-72,21.68,1,0,21.06,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
3475-HFZES,Male,0,Yes,No,35,Yes,No,87.63,3019.01,No,0,25-48,86.26,5,0,17.53,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
6280-PFHPH,Female,0,No,Yes,7,No,No,20.58,72.23,No,0,0-12,10.32,0,0,20.58,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7246-BBSQB,Male,1,No,No,4,No,No,93.47,348.97,Yes,1,0-12,87.24,6,1,15.58,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
9090-AYSZY,Male,0,No,No,5,Yes,No,66.79,310.88,Yes,1,0-12,62.18,3,0,22.26,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
3817-TFMGM,Male,0,Yes,Yes,69,Yes,Yes,23.25,1617.06,No,0,61-72,23.44,1,0,23.25,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
8850-LCIUN,Male,0,No,No,66,Yes,No,20.77,1436.62,No,0,61-72,21.77,1,0,20.77,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
6041-LHPQX,Female,0,No,No,4,Yes,Yes,116.05,463.07,Yes,1,0-12,115.77,6,0,19.34,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
6559-ZVCKK,Male,0,No,No,2,Yes,Yes,97.63,219.81,No,0,0-12,109.9,6,0,16.27,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1027-ETJDH,Female,0,Yes,Yes,28,Yes,Yes,26.2,698.13,No,0,25-48,24.93,1,0,26.2,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3472-ECTVM,Female,0,Yes,Yes,10,Yes,Yes,76.0,692.23,No,0,0-12,69.22,4,0,19.0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6538-XVAYB,Female,0,Yes,No,7,Yes,Yes,89.06,646.29,No,0,0-12,92.33,5,0,17.81,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1239-KTCHG,Male,0,Yes,No,7,Yes,Yes,112.85,869.2,Yes,1,0-12,124.17,6,0,18.81,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
4576-ZIFDF,Female,1,No,Yes,38,Yes,Yes,76.13,2869.14,No,0,25-48,75.5,3,0,25.38,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2198-OKMVP,Female,0,Yes,No,58,Yes,Yes,62.02,3580.88,No,0,49-60,61.74,3,0,20.67,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2396-JIVHD,Male,0,Yes,Yes,33,Yes,Yes,70.6,2370.91,Yes,1,25-48,71.85,3,0,23.53,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
7623-LCRFW,Female,0,Yes,No,2,Yes,No,75.72,183.06,Yes,1,0-12,91.53,3,0,25.24,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8491-JOOQB,Female,0,Yes,No,33,Yes,Yes,98.51,3225.97,Yes,1,25-48,97.76,4,0,24.63,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
3923-ESBNS,Male,0,Yes,Yes,38,Yes,No,84.61,3273.56,Yes,1,25-48,86.15,5,0,16.92,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
9534-HASAB,Female,1,Yes,No,12,Yes,Yes,104.6,1209.26,Yes,1,0-12,100.77,6,0,17.43,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
9913-WSVBC,Male,0,No,No,8,Yes,Yes,87.36,703.06,No,0,0-12,87.88,4,0,21.84,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
3707-AXBOW,Female,0,Yes,No,6,Yes,No,23.01,79.26,Yes,1,0-12,13.21,2,0,11.5,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7614-GMOTL,Female,0,No,No,67,Yes,No,72.19,4834.99,No,0,61-72,72.16,5,0,14.44,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3565-UXMAN,Male,0,No,Yes,59,Yes,Yes,74.91,4442.2,Yes,1,49-60,75.29,3,0,24.97,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
9002-ZKDOV,Female,0,No,Yes,5,Yes,Yes,83.27,389.7,Yes,1,0-12,77.94,4,0,20.82,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9504-BHMCX,Male,1,No,No,51,Yes,No,80.94,4117.66,No,0,49-60,80.74,3,0,26.98,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
2009-RXRTG,Female,0,Yes,No,4,Yes,Yes,90.01,365.81,Yes,1,0-12,91.45,4,0,22.5,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
8446-KBJJN,Female,0,No,Yes,30,Yes,No,90.53,2728.1,No,0,25-48,90.94,6,0,15.09,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3383-MLISH,Male,0,No,No,69,Yes,No,111.55,7665.35,Yes,1,61-72,111.09,6,0,18.59,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7891-GWJBD,Male,0,No,Yes,17,Yes,Yes,26.89,538.63,No,0,13-24,31.68,1,0,26.89,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
8255-WFPOD,Male,0,Yes,Yes,24,Yes,Yes,57.12,1371.51,No,0,13-24,57.15,5,0,11.42,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
5067-SZWCG,Male,0,No,No,61,Yes,No,20.61,1278.97,No,0,61-72,20.97,1,0,20.61,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
4929-DOACB,Male,0,Yes,No,8,Yes,Yes,77.51,553.81,Yes,1,0-12,69.23,3,0,25.84,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
3659-TEZHB,Male,0,No,No,72,Yes,No,99.59,7184.39,No,0,61-72,99.78,8,1,12.45,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
4019-TCBWP,Male,0,Yes,Yes,59,Yes,Yes,77.42,4510.37,Yes,1,49-60,76.45,5,0,15.48,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4088-TVJOA,Male,1,Yes,No,2,Yes,Yes,96.59,241.8,No,0,0-12,120.9,7,0,13.8,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
3754-PFZZG,Female,0,No,Yes,51,Yes,Yes,66.75,3414.95,No,0,49-60,66.96,4,0,16.69,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4566-ENDKO,Female,0,No,No,68,Yes,Yes,86.14,5824.37,No,0,61-72,85.65,6,0,14.36,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
6505-PFURT,Female,0,No,No,10,Yes,Yes,92.25,916.37,No,0,0-12,91.64,5,0,18.45,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
5210-XKUFG,Male,0,No,No,1,No,Yes,20.63,20.63,Yes,1,0-12,20.63,0,0,20.63,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
5740-OTHWI,Female,0,No,No,11,No,No,24.37,261.92,No,0,0-12,23.81,0,0,24.37,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5807-YORXZ,Female,0,Yes,No,49,Yes,Yes,22.58,1082.48,No,0,49-60,22.09,1,0,22.58,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5494-KFNXM,Male,0,No,Yes,30,Yes,Yes,70.13,2126.87,Yes,1,25-48,70.9,3,0,23.38,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
4135-CKGZN,Male,0,Yes,Yes,1,Yes,Yes,87.52,86.66,No,0,0-12,86.66,6,0,14.59,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2232-BWYTD,Female,0,Yes,No,3,Yes,Yes,93.8,346.79,No,0,0-12,115.6,4,0,23.45,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1884-FTTVC,Male,0,No,Yes,7,Yes,Yes,72.15,580.99,No,0,0-12,83.0,4,0,18.04,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2378-XYSCB,Female,1,Yes,Yes,44,Yes,No,24.68,1013.02,No,0,25-48,23.02,1,0,24.68,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1500-RVQGT,Female,0,No,Yes,18,Yes,No,25.14,436.06,No,0,13-24,24.23,1,0,25.14,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1532-VXSWP,Male,0,Yes,No,36,Yes,No,96.2,3585.31,No,0,25-48,99.59,7,0,13.74,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5214-IXSEY,Male,0,Yes,No,17,Yes,No,100.22,1731.22,Yes,1,13-24,101.84,5,0,20.04,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
1532-PERKL,Female,0,Yes,No,47,Yes,Yes,67.34,3206.47,No,0,25-48,68.22,5,0,13.47,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
7043-TJZME,Female,0,No,No,67,Yes,No,81.27,5459.89,Yes,1,61-72,81.49,4,0,20.32,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1057-FROIM,Male,0,No,No,5,Yes,Yes,74.64,387.35,No,0,0-12,77.47,4,0,18.66,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
8542-OBBMK,Female,1,Yes,Yes,3,Yes,Yes,20.66,18.8,Yes,1,0-12,6.27,1,0,20.66,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
8653-PTPIR,Female,0,Yes,No,9,Yes,Yes,112.07,1037.01,Yes,1,0-12,115.22,7,1,16.01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
6592-SEQHU,Female,0,Yes,No,70,Yes,No,112.36,7943.21,No,0,61-72,113.47,5,0,22.47,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
8185-QYNAP,Female,0,Yes,No,48,Yes,No,80.01,3783.46,Yes,1,25-48,78.82,4,0,20.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7998-CCHVN,Male,0,No,No,7,Yes,Yes,81.62,531.91,Yes,1,0-12,75.99,3,0,27.21,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
9786-WORIC,Male,0,No,No,2,No,No,104.66,203.59,Yes,1,0-12,101.8,4,0,26.16,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
4588-PEFAT,Female,0,Yes,Yes,42,Yes,Yes,87.64,3597.36,Yes,1,25-48,85.65,6,0,14.61,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
9093-VJPYP,Male,0,Yes,No,1,No,Yes,77.84,57.17,No,0,0-12,57.17,4,0,19.46,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
3662-ISLVW,Female,0,No,No,10,Yes,Yes,81.6,755.86,Yes,1,0-12,75.59,4,0,20.4,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1322-SJNGJ,Female,0,Yes,Yes,6,Yes,No,118.75,735.45,Yes,1,0-12,122.58,6,0,19.79,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
3973-BUDJF,Male,0,Yes,Yes,58,No,Yes,88.52,5143.16,No,0,49-60,88.68,4,0,22.13,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
2445-JXYJN,Female,0,No,No,21,Yes,No,18.25,366.22,No,0,13-24,17.44,1,0,18.25,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
9870-GYCFI,Male,0,Yes,No,5,Yes,Yes,23.56,94.45,Yes,1,0-12,18.89,2,0,11.78,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1333-VWJVU,Female,0,Yes,No,62,Yes,Yes,18.27,1136.66,Yes,1,61-72,18.33,1,0,18.27,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
8211-UOCYP,Male,0,Yes,Yes,39,Yes,Yes,69.68,2769.9,No,0,25-48,71.02,3,0,23.23,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
9110-YEKFB,Female,0,No,No,10,Yes,Yes,79.66,768.06,No,0,0-12,76.81,5,0,15.93,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
9696-YYWQN,Female,0,Yes,Yes,5,Yes,Yes,81.24,408.36,No,0,0-12,81.67,3,0,27.08,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
9922-OQFTV,Male,0,No,No,44,No,No,18.52,883.98,Yes,1,25-48,20.09,0,0,18.52,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
7106-MFAQR,Female,0,Yes,Yes,60,Yes,No,27.46,1606.3,No,0,49-60,26.77,1,0,27.46,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
7952-YMVSH,Female,0,Yes,Yes,41,Yes,Yes,83.93,3492.97,No,0,25-48,85.19,3,0,27.98,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8605-BPYRY,Female,1,No,No,58,Yes,Yes,34.92,2011.66,No,0,49-60,34.68,2,0,17.46,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1505-NUQWM,Female,1,Yes,Yes,44,Yes,No,69.15,3133.85,No,0,25-48,71.22,5,0,13.83,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
7142-KWDGC,Female,0,Yes,No,3,Yes,No,98.15,162.37,Yes,1,0-12,54.12,4,0,24.54,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
