customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,num_services,Cluster,Segment
2830-SOHNX,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),103.88,4789.88,No,0,6,1,High-Value Customers
4497-BIYTV,Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.04,5447.51,No,0,2,1,High-Value Customers
9203-DHBAV,Female,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),97.18,927.05,Yes,1,4,2,New Customers
9431-ESNBX,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.25,77.12,No,0,1,0,Loyal Customers
8840-OSKUL,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.09,110.71,No,0,1,0,Loyal Customers
9901-BEZHI,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.47,732.24,No,0,2,2,New Customers
8120-ENHFZ,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.44,509.44,No,0,0,0,Loyal Customers
2798-CRWDS,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.92,258.14,No,0,1,0,Loyal Customers
5866-VDZQV,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.72,5566.83,No,0,6,1,High-Value Customers
4257-YQDXU,Male,0,No,No,69,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),77.01,5269.88,No,0,1,1,High-Value Customers
3701-OKOZX,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,84.75,293.94,No,0,4,2,New Customers
2939-ZLSTM,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.99,80.47,Yes,1,1,0,Loyal Customers
5109-LWKHJ,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.96,2085.48,Yes,1,1,0,Loyal Customers
2753-KCCSC,Male,0,No,No,21,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.84,1556.54,No,0,2,2,New Customers
6113-USLFY,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.88,430.48,No,0,1,0,Loyal Customers
8515-PCAIE,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.86,317.53,No,0,1,0,Loyal Customers
8742-FHZVF,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),69.08,2347.55,No,0,2,2,New Customers
4451-NRYWZ,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,87.19,2077.31,No,0,3,2,New Customers
1365-GOBJD,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.29,427.76,Yes,1,4,2,New Customers
9395-BDFDO,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.23,1135.35,No,0,3,2,New Customers
4278-XGNRQ,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.83,3434.66,No,0,2,1,High-Value Customers
8166-FNUWQ,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,82.3,434.46,No,0,3,2,New Customers
6866-WQYDJ,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,96.68,545.83,Yes,1,3,2,New Customers
2009-CMFKL,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.38,296.85,No,0,1,0,Loyal Customers
6587-YWJIU,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),96.22,100.61,Yes,1,4,2,New Customers
2112-OKEQI,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.1,3240.47,No,0,3,1,High-Value Customers
2670-QEREL,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.84,1507.14,No,0,1,0,Loyal Customers
8271-FTSXE,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.92,713.21,Yes,1,3,2,New Customers
7435-YTEVC,Female,0,No,No,66,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.21,4916.93,No,0,3,1,High-Value Customers
6299-MNNAN,Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.05,932.0,Yes,1,4,2,New Customers
9429-LHZCM,Female,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.59,274.85,No,0,1,0,Loyal Customers
5612-MXKZB,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.91,62.94,No,0,1,0,Loyal Customers
7604-PGFSQ,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.39,297.78,No,0,0,0,Loyal Customers
6499-BPZAM,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.66,1912.59,No,0,3,2,New Customers
5448-XHMSB,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.28,281.73,No,0,3,2,New Customers
8209-VSQTU,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),69.82,4809.26,No,0,2,1,High-Value Customers
9129-LLQFW,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.1,652.97,Yes,1,4,2,New Customers
7933-QHJLR,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.05,523.62,No,0,3,2,New Customers
8001-RYYSJ,Female,1,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.36,6690.67,No,0,4,1,High-Value Customers
6391-LQVJN,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.41,4496.74,No,0,2,1,High-Value Customers
1410-TMLNF,Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.75,4286.53,No,0,6,1,High-Value Customers
6381-TJDKF,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),87.4,4308.93,No,0,4,1,High-Value Customers
4365-QCTFX,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.22,3573.92,Yes,1,3,1,High-Value Customers
7591-HOCCY,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.71,567.11,Yes,1,3,2,New Customers
8221-EHFKH,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.8,1462.27,No,0,1,0,Loyal Customers
3952-NEWST,Female,1,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.85,228.02,Yes,1,2,2,New Customers
2525-SVETJ,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,86.17,1525.98,No,0,4,2,New Customers
8087-MUDKH,Male,0,No,No,69,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.16,4265.46,No,0,3,1,High-Value Customers
3235-IJDSO,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.53,695.18,Yes,1,1,0,Loyal Customers
8462-SDBKM,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,66.09,317.58,No,0,4,2,New Customers
3162-UPTCV,Male,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.37,752.58,No,0,1,0,Loyal Customers
2854-LLVHG,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.33,563.64,Yes,1,1,2,New Customers
4056-JEEGM,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),104.99,7052.48,No,0,4,1,High-Value Customers
4089-KSGXT,Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),112.18,8005.81,Yes,1,4,1,High-Value Customers
2572-IEHJD,Male,1,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,110.28,188.32,Yes,1,7,2,New Customers
1129-LSHWJ,Female,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.73,1409.39,No,0,1,0,Loyal Customers
9106-GOTBY,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.56,5729.31,Yes,1,5,1,High-Value Customers
4284-MQQAW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,78.53,129.5,Yes,1,2,2,New Customers
6611-ZMPLX,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),116.93,926.61,No,0,5,2,New Customers
8490-XNUJL,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.79,846.91,Yes,1,2,2,New Customers
7841-CSAPM,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,63.35,2053.6,Yes,1,1,0,Loyal Customers
5217-MMKLO,Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.61,5043.48,No,0,4,1,High-Value Customers
7870-OQVZC,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.04,351.85,No,0,1,0,Loyal Customers
7415-FFUBW,Male,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,101.01,2082.54,No,0,3,2,New Customers
7934-ZRWDX,Female,1,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,62.89,191.72,No,0,2,2,New Customers
2442-IDKTG,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,96.07,135.44,No,0,3,2,New Customers
8398-PQYLI,Female,1,No,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.08,277.45,No,0,0,0,Loyal Customers
9949-OPHFE,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,83.06,4479.23,No,0,5,1,High-Value Customers
3011-FTBQY,Female,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,85.31,4674.21,Yes,1,3,1,High-Value Customers
7889-KBVAR,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,96.27,1870.73,Yes,1,3,2,New Customers
7037-ETEFV,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.4,116.49,No,0,2,2,New Customers
9811-GXXUD,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),64.65,4456.27,No,0,3,1,High-Value Customers
3694-RZVKG,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,77.61,3866.08,No,0,3,1,High-Value Customers
9642-HIZOG,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.42,7566.86,No,0,4,1,High-Value Customers
1048-LZLSG,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.48,327.87,Yes,1,6,2,New Customers
7979-UPUPJ,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.96,927.63,No,0,1,0,Loyal Customers
7640-VVFRA,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.37,925.93,No,0,5,2,New Customers
6147-OJZWB,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.59,631.5,Yes,1,2,2,New Customers
2879-FXNSV,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,112.04,4962.84,No,0,6,1,High-Value Customers
7907-CDKIT,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.11,986.94,No,0,1,0,Loyal Customers
2405-JGEEF,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,100.08,1202.79,No,0,2,2,New Customers
6078-KLMTW,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,84.12,740.36,No,0,3,2,New Customers
5737-QTRDZ,Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.43,441.43,No,0,3,2,New Customers
2483-KQKGY,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.69,1839.0,No,0,5,2,New Customers
1643-GZSCT,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,94.61,6677.16,No,0,2,1,High-Value Customers
9724-CKMDF,Male,0,No,No,49,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,79.11,3888.21,No,0,4,1,High-Value Customers
2563-EKMGH,Female,1,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.57,4076.09,Yes,1,5,1,High-Value Customers
2729-UFXOU,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.22,219.78,Yes,1,5,2,New Customers
6726-GPHDG,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.39,123.59,Yes,1,4,2,New Customers
3480-DAYNK,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.09,18.8,No,0,1,0,Loyal Customers
9368-FKWQK,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,57.2,430.07,No,0,2,2,New Customers
3302-ACEUQ,Female,0,No,No,41,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,63.94,2588.07,No,0,2,1,High-Value Customers
4900-UEFKX,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.08,973.49,Yes,1,2,2,New Customers
6527-WGWBF,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,59.48,246.46,Yes,1,2,2,New Customers
5706-BWWOH,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.94,339.31,Yes,1,1,2,New Customers
1890-QNTPD,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.03,903.46,No,0,3,2,New Customers
2095-UEYCS,Female,1,Yes,No,7,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.77,476.18,Yes,1,3,2,New Customers
9776-LBWEN,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,83.94,3475.67,Yes,1,3,1,High-Value Customers
9859-TBVET,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.72,384.73,Yes,1,3,2,New Customers
6587-HLDZG,Male,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.31,1609.65,No,0,1,0,Loyal Customers
3777-NRNNP,Female,1,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.16,4140.64,No,0,5,1,High-Value Customers
8718-KVUYX,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.15,427.89,Yes,1,5,2,New Customers
8182-GUTHR,Female,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.29,634.15,No,0,0,0,Loyal Customers
3276-NUEIU,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,80.93,5532.93,Yes,1,5,1,High-Value Customers
5083-YASVX,Female,1,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,71.32,3101.31,No,0,2,1,High-Value Customers
2410-ZKJJQ,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,71.32,433.89,No,0,2,2,New Customers
6932-MBZFC,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),88.39,5971.72,No,0,4,1,High-Value Customers
6375-KQWCH,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.69,59.5,No,0,1,0,Loyal Customers
5648-UPJPZ,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.12,293.29,Yes,1,5,2,New Customers
5320-WUHGU,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.26,144.93,Yes,1,4,2,New Customers
2867-IGPHR,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,78.01,1419.05,Yes,1,2,2,New Customers
9412-VYALF,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.03,487.23,No,0,1,0,Loyal Customers
9259-SIOPM,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.84,2621.47,No,0,2,1,High-Value Customers
5268-BLJVW,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.31,1345.62,No,0,1,0,Loyal Customers
7752-AVKKY,Female,1,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.4,6593.16,No,0,3,1,High-Value Customers
8804-BJTOG,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.47,979.19,No,0,3,2,New Customers
5722-WFTTX,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,150.85,Yes,1,1,0,Loyal Customers
3681-FONKU,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),81.93,5105.04,No,0,2,1,High-Value Customers
8190-GUFKA,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.85,1218.82,No,0,6,2,New Customers
4063-YLSCQ,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),83.09,3772.93,No,0,4,1,High-Value Customers
4343-TYNCM,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.5,197.54,Yes,1,1,0,Loyal Customers
2107-LBQIF,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.47,3054.61,Yes,1,4,1,High-Value Customers
1155-XVVBJ,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,81.77,232.84,Yes,1,2,2,New Customers
9741-PDDGZ,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.88,542.35,Yes,1,4,2,New Customers
2526-XRXVI,Male,1,No,No,55,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,87.78,4850.82,No,0,2,1,High-Value Customers
8450-EHFDC,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.4,4773.88,No,0,3,1,High-Value Customers
2686-DJBBZ,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,126.82,No,0,1,0,Loyal Customers
1789-BADNV,Male,1,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),85.25,5594.89,No,0,4,1,High-Value Customers
7613-PCUAQ,Female,0,No,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,64.76,4000.01,No,0,2,1,High-Value Customers
4683-WHQLN,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.17,1912.9,No,0,1,0,Loyal Customers
9448-SKLSI,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.53,1093.72,No,0,5,2,New Customers
2510-MBEKU,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.8,259.62,No,0,1,0,Loyal Customers
8031-GKDTG,Male,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.17,18.8,No,0,1,0,Loyal Customers
8194-VRIYR,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,85.61,858.4,Yes,1,2,2,New Customers
6811-WWCWT,Female,0,No,Yes,33,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,95.36,3099.59,No,0,5,1,High-Value Customers
2858-HTFLR,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,93.54,6440.53,No,0,4,1,High-Value Customers
6853-XCHZO,Female,1,Yes,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.64,248.79,No,0,4,2,New Customers
3238-HIOHQ,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,87.21,6301.07,No,0,2,1,High-Value Customers
5006-PEQYD,Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.84,870.0,No,0,0,0,Loyal Customers
3946-SQROR,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.58,2136.12,Yes,1,3,2,New Customers
6483-BTLBK,Female,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,94.63,5169.3,No,0,4,1,High-Value Customers
4916-CZFIL,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),91.68,1133.71,No,0,5,2,New Customers
8491-TUGVV,Female,0,No,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),89.29,420.3,No,0,3,2,New Customers
5174-OATYM,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,77.79,1898.95,Yes,1,3,2,New Customers
5863-MCQSY,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.71,1146.72,Yes,1,4,2,New Customers
9367-MYNQP,Male,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.03,133.6,No,0,1,0,Loyal Customers
9987-TDBKN,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.73,5505.83,No,0,4,1,High-Value Customers
7016-MNXIM,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.16,18.8,Yes,1,1,0,Loyal Customers
